,Unnamed: 0,model_name,model_class,model_file,features,fe_files,output_type,mae,mape,platform_mae,platform_mape,trainer,node_type,feature_group
1267,458,GradientBoostingRegressorTrainer_81,scikit,GradientBoostingRegressorTrainer_81.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,6.09,9.5,6.09,GradientBoostingRegressorTrainer,81,BPFOnly
1268,1210,ExponentialRegressionTrainer_137,curvefit,ExponentialRegressionTrainer_137.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,3.47,9.5,3.47,ExponentialRegressionTrainer,137,BPFOnly
1269,2247,GradientBoostingRegressorTrainer_252,scikit,GradientBoostingRegressorTrainer_252.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,6.03,9.5,6.03,GradientBoostingRegressorTrainer,252,BPFOnly
1270,2783,GradientBoostingRegressorTrainer_193,scikit,GradientBoostingRegressorTrainer_193.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,8.41,9.5,8.41,GradientBoostingRegressorTrainer,193,BPFOnly
1271,2828,GradientBoostingRegressorTrainer_88,scikit,GradientBoostingRegressorTrainer_88.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.5,10.34,9.5,10.34,GradientBoostingRegressorTrainer,88,BPFOnly
1272,1178,LinearRegressionTrainer_201,scikit,LinearRegressionTrainer_201.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.52,3.95,9.52,3.95,LinearRegressionTrainer,201,BPFOnly
1273,1214,XgboostFitTrainer_9,xgboost,XgboostFitTrainer_9.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.52,4.13,9.52,4.13,XgboostFitTrainer,9,BPFOnly
1274,492,SVRRegressorTrainer_83,scikit,SVRRegressorTrainer_83.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.53,8.84,9.53,8.84,SVRRegressorTrainer,83,BPFOnly
1275,2484,XgboostFitTrainer_73,xgboost,XgboostFitTrainer_73.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.56,8.6,9.56,8.6,XgboostFitTrainer,73,BPFOnly
1276,554,PolynomialRegressionTrainer_104,scikit,PolynomialRegressionTrainer_104.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],AbsPower,9.57,8.66,9.57,8.66,PolynomialRegressionTrainer,104,BPFOnly
1277,264,LinearRegressionTrainer_303,scikit,LinearRegressionTrainer_303.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.59,13.8,9.59,13.8,LinearRegressionTrainer,303,BPFOnly
1278,2572,SGDRegressorTrainer_69,scikit,SGDRegressorTrainer_69.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.59,3.78,9.59,3.78,SGDRegressorTrainer,69,BPFOnly
1279,2746,GradientBoostingRegressorTrainer_73,scikit,GradientBoostingRegressorTrainer_73.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.6,9.79,9.6,9.79,GradientBoostingRegressorTrainer,73,BPFOnly
1280,379,LinearRegressionTrainer_19,scikit,LinearRegressionTrainer_19.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.61,4.11,9.61,4.11,LinearRegressionTrainer,19,BPFOnly
1281,1971,PolynomialRegressionTrainer_235,scikit,PolynomialRegressionTrainer_235.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],AbsPower,9.61,2.18,9.61,2.18,PolynomialRegressionTrainer,235,BPFOnly
1282,374,SGDRegressorTrainer_2,scikit,SGDRegressorTrainer_2.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.62,3.2,9.62,3.2,SGDRegressorTrainer,2,BPFOnly
1283,193,SGDRegressorTrainer_74,scikit,SGDRegressorTrainer_74.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.65,4.91,9.65,4.91,SGDRegressorTrainer,74,BPFOnly
1284,1149,SGDRegressorTrainer_116,scikit,SGDRegressorTrainer_116.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.65,10.03,9.65,10.03,SGDRegressorTrainer,116,BPFOnly
1285,2622,LogarithmicRegressionTrainer_251,curvefit,LogarithmicRegressionTrainer_251.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.65,7.94,9.65,7.94,LogarithmicRegressionTrainer,251,BPFOnly
1286,942,LogisticRegressionTrainer_254,curvefit,LogisticRegressionTrainer_254.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.66,6.33,9.66,6.33,LogisticRegressionTrainer,254,BPFOnly
1287,3140,LinearRegressionTrainer_251,scikit,LinearRegressionTrainer_251.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.66,7.77,9.66,7.77,LinearRegressionTrainer,251,BPFOnly
1288,702,LogisticRegressionTrainer_227,curvefit,LogisticRegressionTrainer_227.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.67,5.79,9.67,5.79,LogisticRegressionTrainer,227,BPFOnly
1289,1944,LogisticRegressionTrainer_38,curvefit,LogisticRegressionTrainer_38.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.67,1.73,9.67,1.73,LogisticRegressionTrainer,38,BPFOnly
1290,1913,XgboostFitTrainer_130,xgboost,XgboostFitTrainer_130.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.69,7.34,9.69,7.34,XgboostFitTrainer,130,BPFOnly
1291,2696,LogisticRegressionTrainer_8,curvefit,LogisticRegressionTrainer_8.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.69,6.69,9.69,6.69,LogisticRegressionTrainer,8,BPFOnly
1292,695,SVRRegressorTrainer_166,scikit,SVRRegressorTrainer_166.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.72,8.91,9.72,8.91,SVRRegressorTrainer,166,BPFOnly
1293,370,GradientBoostingRegressorTrainer_85,scikit,GradientBoostingRegressorTrainer_85.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.73,5.37,9.73,5.37,GradientBoostingRegressorTrainer,85,BPFOnly
1294,1992,SGDRegressorTrainer_286,scikit,SGDRegressorTrainer_286.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.73,10.03,9.73,10.03,SGDRegressorTrainer,286,BPFOnly
1295,2581,ExponentialRegressionTrainer_166,curvefit,ExponentialRegressionTrainer_166.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.74,15.57,9.74,15.57,ExponentialRegressionTrainer,166,BPFOnly
1296,106,XgboostFitTrainer_46,xgboost,XgboostFitTrainer_46.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.79,4.09,9.79,4.09,XgboostFitTrainer,46,BPFOnly
1297,512,KNeighborsRegressorTrainer_28,scikit,KNeighborsRegressorTrainer_28.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.8,8.2,9.8,8.2,KNeighborsRegressorTrainer,28,BPFOnly
1298,506,XgboostFitTrainer_176,xgboost,XgboostFitTrainer_176.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.81,8.04,9.81,8.04,XgboostFitTrainer,176,BPFOnly
1299,805,PolynomialRegressionTrainer_265,scikit,PolynomialRegressionTrainer_265.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",['poly_scaler.pkl'],AbsPower,9.81,10.44,9.81,10.44,PolynomialRegressionTrainer,265,BPFOnly
1300,241,LogisticRegressionTrainer_157,curvefit,LogisticRegressionTrainer_157.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.83,6.74,9.83,6.74,LogisticRegressionTrainer,157,BPFOnly
1301,613,SGDRegressorTrainer_206,scikit,SGDRegressorTrainer_206.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.83,10.28,9.83,10.28,SGDRegressorTrainer,206,BPFOnly
1302,1111,SGDRegressorTrainer_315,scikit,SGDRegressorTrainer_315.json,"['bpf_cpu_time_ms', 'bpf_page_cache_hit']",[],AbsPower,9.83,7.99,9.83,7.99,SGDRegressorTrainer,315,BPFOnly
