,timestamp,bpf_block_irq,bpf_cpu_time_us,bpf_net_rx_irq,bpf_net_tx_irq,platform_power,node_type,id
1402,1695119869,0.3333333333333333,10429.666666666666,247.33333333333331,0.0,17.0,1.0,all containers
1403,1695119872,0.6666666666666666,553.3333333333334,720.0,1.3333333333333333,0.0,1.0,all containers
1404,1695119875,0.3333333333333333,509.6666666666667,218.33333333333331,0.0,1.0,1.0,all containers
1405,1695119878,0.6666666666666666,518.0,217.33333333333334,0.3333333333333333,0.0,1.0,all containers
1406,1695119881,0.3333333333333333,530.0,249.33333333333331,0.6666666666666666,1.0,1.0,all containers
1407,1695119884,0.3333333333333333,580.3333333333334,324.0,0.0,71.0,1.0,all containers
1408,1695119887,0.3333333333333333,4253.333333333334,168.33333333333334,0.0,75.0,1.0,all containers
1409,1695119890,0.6666666666666666,4271.666666666667,257.3333333333333,0.0,70.0,1.0,all containers
1410,1695119893,0.3333333333333333,4283.666666666667,190.66666666666669,0.3333333333333333,72.0,1.0,all containers
1411,1695119896,0.6666666666666666,4242.333333333334,277.3333333333333,0.3333333333333333,71.0,1.0,all containers
1412,1695119899,0.3333333333333333,4304.333333333333,222.0,0.3333333333333333,72.0,1.0,all containers
1413,1695119902,0.6666666666666666,4249.0,229.33333333333334,0.0,72.0,1.0,all containers
1414,1695119905,0.3333333333333333,4243.666666666667,221.99999999999997,0.0,73.0,1.0,all containers
1415,1695119908,0.6666666666666666,4342.666666666667,221.33333333333334,0.0,75.0,1.0,all containers
1416,1695119911,0.3333333333333333,4256.666666666666,184.33333333333331,0.6666666666666666,71.0,1.0,all containers
1417,1695119914,0.6666666666666666,2345.333333333333,286.33333333333337,0.3333333333333333,21.0,1.0,all containers
1418,1695119917,0.3333333333333333,572.3333333333333,412.0,1.3333333333333333,0.0,1.0,all containers
1419,1695119920,0.6666666666666666,532.3333333333333,228.0,0.3333333333333333,0.0,1.0,all containers
1420,1695119923,0.3333333333333333,520.0,221.0,0.0,0.0,1.0,all containers
1421,1695119926,0.6666666666666666,497.0,227.0,0.3333333333333333,0.0,1.0,all containers
1422,1695119929,0.3333333333333333,567.3333333333334,376.3333333333333,0.0,64.0,1.0,all containers
1423,1695119932,0.6666666666666666,7956.0,217.33333333333331,0.3333333333333333,80.0,1.0,all containers
1424,1695119935,0.3333333333333333,7887.666666666667,237.33333333333334,0.3333333333333333,79.0,1.0,all containers
1425,1695119938,0.6666666666666666,7891.0,205.66666666666666,0.0,81.0,1.0,all containers
1426,1695119941,0.3333333333333333,7908.333333333334,212.66666666666669,0.3333333333333333,79.0,1.0,all containers
1427,1695119944,0.3333333333333333,7867.333333333333,255.33333333333331,0.0,81.0,1.0,all containers
1428,1695119947,0.6666666666666666,7940.0,204.66666666666666,0.3333333333333333,79.0,1.0,all containers
1429,1695119950,0.3333333333333333,7938.333333333334,221.0,0.0,80.0,1.0,all containers
1430,1695119953,0.6666666666666666,7943.666666666666,235.0,0.0,82.0,1.0,all containers
1431,1695119956,0.3333333333333333,7915.333333333334,205.33333333333334,0.3333333333333333,81.0,1.0,all containers
1432,1695119959,0.6666666666666666,4852.333333333333,263.6666666666667,0.0,53.0,1.0,all containers
1433,1695119962,0.3333333333333333,556.0,449.33333333333337,1.0,0.0,1.0,all containers
1434,1695119965,0.6666666666666666,504.0,238.0,0.0,0.0,1.0,all containers
1435,1695119968,0.3333333333333333,491.0,191.66666666666669,0.3333333333333333,0.0,1.0,all containers
1436,1695119971,0.6666666666666666,530.3333333333333,205.0,0.3333333333333333,0.0,1.0,all containers
1437,1695119974,0.3333333333333333,587.3333333333334,380.0,0.3333333333333333,71.0,1.0,all containers
1438,1695119977,0.6666666666666666,14447.666666666666,204.0,0.3333333333333333,131.0,1.0,all containers
1439,1695119980,0.3333333333333333,14466.333333333334,201.0,0.3333333333333333,129.0,1.0,all containers
1440,1695119983,0.6666666666666666,14435.333333333332,238.66666666666666,0.0,129.0,1.0,all containers
1441,1695119986,0.3333333333333333,14425.666666666666,204.0,0.6666666666666666,129.0,1.0,all containers
1442,1695119989,0.6666666666666666,14460.0,243.66666666666669,0.3333333333333333,133.0,1.0,all containers
1443,1695119992,0.3333333333333333,14454.0,185.33333333333334,0.0,130.0,1.0,all containers
