,timestamp,packge_ratio_package,cgroupfs_cpu_usage_us,cgroupfs_memory_usage_bytes,cgroupfs_system_cpu_usage_us,cgroupfs_user_cpu_usage_us,package_power,core_power,uncore_power,dram_power,node_type,id
161,1695116146,1.0,95613.33333333334,0.0,6646.666666666666,88966.66666666666,51.92233333488305,0.0,0.0,10.092999999721847,1.0,all containers
162,1695116149,1.0,185547.66666666666,0.0,35656.66666666667,149891.0,0.8136666665474621,0.0,0.0,1.2417658012964239e-09,1.0,all containers
163,1695116152,1.0,0.0,0.0,0.0,0.0,1.2213333348433153,0.0,0.0,1.326666666815683,1.0,all containers
164,1695116155,1.0,0.0,0.0,0.0,0.0,0.3303333347042354,0.0,0.0,0.0,1.0,all containers
165,1695116158,1.0,0.0,0.0,0.0,0.0,1.2766666685541495,0.0,0.0,1.487000000973545,1.0,all containers
166,1695116161,1.0,401058.3333333333,700416.0,88818.66666666667,312239.6666666667,15.233333333084978,0.0,0.0,3.3353333336611612,1.0,all containers
167,1695116164,1.0,0.0,0.0,0.0,0.0,87.2643333338201,0.0,0.0,10.764666667828962,1.0,all containers
168,1695116167,1.0,0.0,0.0,0.0,0.0,86.8693333355089,0.0,0.0,10.617333332697555,1.0,all containers
169,1695116170,1.0,0.0,0.0,0.0,0.0,87.40499999995033,0.0,0.0,10.893000001708671,1.0,all containers
170,1695116173,1.0,0.0,0.0,0.0,0.0,86.407333334287,0.0,0.0,10.24400000025829,1.0,all containers
171,1695116176,1.0,0.0,0.0,0.0,0.0,88.0006666680177,0.0,0.0,10.960333332419395,1.0,all containers
172,1695116179,1.0,0.0,0.0,0.0,0.0,87.37966666867335,0.0,0.0,10.648000001907349,1.0,all containers
173,1695116182,1.0,0.0,0.0,0.0,0.0,87.51699999968211,0.0,0.0,10.469333333273731,1.0,all containers
174,1695116185,1.0,0.0,0.0,0.0,0.0,88.03600000093381,0.0,0.0,10.752000001569591,1.0,all containers
175,1695116188,1.0,0.0,0.0,0.0,0.0,88.76566666861375,0.0,0.0,11.295999998847648,1.0,all containers
176,1695116191,1.0,81662.0,0.0,8302.0,73360.0,79.65833333383004,0.0,0.0,9.912000000476837,1.0,all containers
177,1695116194,1.0,222719.0,0.0,107324.0,115395.0,2.506333333750568,0.0,0.0,3.346666666368648,1.0,all containers
178,1695116197,1.0,0.0,0.0,0.0,0.0,1.2453333350519316,0.0,0.0,0.2136666675408705,1.0,all containers
179,1695116200,1.0,0.0,0.0,0.0,0.0,1.0980000011622906,0.0,0.0,1.2417658012964239e-09,1.0,all containers
180,1695116203,1.0,0.0,0.0,0.0,0.0,0.6436666672428437,0.0,0.0,0.0,1.0,all containers
181,1695116206,1.0,426173.3333333334,682666.6666666667,72040.0,354133.3333333334,8.034000001847744,0.0,0.0,5.07666666681569,1.0,all containers
182,1695116209,1.0,0.0,0.0,0.0,0.0,95.0023333330949,0.0,0.0,10.49400000025829,1.0,all containers
183,1695116212,1.0,0.0,0.0,0.0,0.0,95.96366666878265,0.0,0.0,10.75133333479365,1.0,all containers
184,1695116215,1.0,0.0,0.0,0.0,0.0,96.63833333427709,0.0,0.0,10.982333333541952,1.0,all containers
185,1695116218,1.0,0.0,0.0,0.0,0.0,97.75666666775942,0.0,0.0,11.291666666666671,1.0,all containers
186,1695116221,1.0,0.0,0.0,0.0,0.0,96.25033333400886,0.0,0.0,10.716666666169964,1.0,all containers
187,1695116224,1.0,0.0,0.0,0.0,0.0,96.907333334287,0.0,0.0,10.96366666754087,1.0,all containers
188,1695116227,1.0,0.0,0.0,0.0,0.0,96.26966666802764,0.0,0.0,10.749333334465824,1.0,all containers
189,1695116230,1.0,0.0,0.0,0.0,0.0,97.83800000076494,0.0,0.0,11.287333334485695,1.0,all containers
190,1695116233,1.0,0.0,0.0,0.0,0.0,95.44500000029802,0.0,0.0,10.449333332479,1.0,all containers
